,Review,Sentiment
3616,Did not meet expectations I need more slowREAD MORE,Negative
3617,Really Nice Nice one 👍READ MORE,Positive
3618,Terrific Good  productREAD MORE,Positive
3619,Fair GoodREAD MORE,Positive
3620,Highly recommended V goodREAD MORE,Positive
3621,Decent product Good quality shuttle at a good price...READ MORE,Positive
3622,Value-for-money NiceREAD MORE,Neutral
3623,Horrible Go for it ... highly durable ....quality is good ...READ MORE,Positive
3624,Simply awesome Very nice productREAD MORE,Positive
3625,Awesome The best available in market.READ MORE,Positive
3626,Terrific purchase SlowREAD MORE,Negative
3627,Classy product Nice one. good packagingREAD MORE,Positive
3628,Mind-blowing purchase SuperREAD MORE,Positive
3629,Wonderful ExcellentREAD MORE,Neutral
3630,Super! Good quality productsREAD MORE,Positive
3631,Terrific It can last long only by the kids. We college students have finished all the shuttles within a month.READ MORE,Neutral
3632,Nice product Very goodREAD MORE,Positive
3633,Classy product Go awayREAD MORE,Negative
3634,Value-for-money Best in the business. One shuttle lasts for at least 40-50 hard smashing matches . Even after that the shuttle remains in one piece and you actually change it for rectifying some balancing issues.READ MORE,Positive
3635,Brilliant NiceREAD MORE,Positive
3636,Must buy! Really amazingREAD MORE,Positive
3637,Classy product Super and very nice 👌READ MORE,Positive
3638,Terrific Fabulous slow shuttle best in this categoryREAD MORE,Positive
3639,Worth the money ExcellentREAD MORE,Positive
3640,Brilliant Superhit product& superfast delivery by flipkart👌👌 100/100 for very nice experienceREAD MORE,Positive
3641,Good choice SuperREAD MORE,Positive
3642,Best in the market! GoodREAD MORE,Positive
3643,Highly recommended The quality is very good and i recommend itREAD MORE,Positive
3644,Classy product GoodREAD MORE,Positive
3645,Worth every penny Just got within days of order.  Quality is very nice.  Blindly buy itREAD MORE,Positive
3646,Must buy! SuperREAD MORE,Positive
3647,Really Nice Super goodREAD MORE,Positive
3648,Great product The product is very good and the shuttle is same as Mavis 350 of green color. Awesome product and I loved it very much. One negative is that it sometimes gets disappear in white LED light while playing but it is of the same kind of green one.READ MORE,Positive
3649,Excellent NiceREAD MORE,Positive
3650,Excellent GoodREAD MORE,Positive
3651,Highly recommended SuperREAD MORE,Positive
3652,Terrific ExcellentREAD MORE,Positive
3653,Simply awesome Very nice product n delivery  is very fastREAD MORE,Positive
3654,Terrific Good productREAD MORE,Positive
3655,"Classy product Good shuttles, excellent for indoor and windfree outdoor badminton games.READ MORE",Positive
3656,Brilliant AwesomeREAD MORE,Positive
3657,Wonderful Shuttles are genuine. You can follow steps to check whether it is genuine or not.READ MORE,Positive
3658,Good choice Good qualityREAD MORE,Positive
3659,Must buy! Good product ?READ MORE,Positive
3660,Terrific purchase To good quality thanks flipkartREAD MORE,Positive
3661,Highly recommended SuperbREAD MORE,Positive
3662,Awesome NiceREAD MORE,Positive
3663,Best in the market! NiceREAD MORE,Positive
3664,Worst experience ever! Gr8 productREAD MORE,Positive
3665,"Worth the money Good product,, Better quality .... 4/5READ MORE",Positive
3666,Mind-blowing purchase Hyper delivery  with good quality packaging and quality nylon shatilaREAD MORE,Positive
3667,Terrific purchase Good one for us. We play outdoor everyday. Constant play for 2 hours. The shuttle lasted for three weeks. We don't play professional but we do play hard. And few of us are not really good so we hit the shuttle with the rod as well. But still the shuttle is good. The one point I removed is for the plastic which starts to get ruptured and the price should be within middle class range. It is a little higher.READ MORE,Positive
3668,Worth the money GoodREAD MORE,Positive
3669,"Wonderful Looks nice,new packing,very fast delivery only 2 daysREAD MORE",Positive
3670,Good quality product FantasticREAD MORE,Positive
3671,Nice product Awsome.. precision is 👌👌👌READ MORE,Positive
3672,Best in the market! not badREAD MORE,Positive
3673,Not good GoodREAD MORE,Positive
3674,Mind-blowing purchase Wen I purchase 3rd time quality was very bad... not even stand for just 1 game😭READ MORE,Negative
3675,Just wow! GoodREAD MORE,Positive
3676,Excellent Good quality .. delivered in 2 days .. less than shop priceREAD MORE,Positive
3677,"Wonderful Product delivered before the expected delivery within 48 hours, received genuine product as expected.Thanks flipkartREAD MORE",Positive
3678,Good choice Good qualityREAD MORE,Positive
3679,Good choice WonderfulREAD MORE,Positive
3680,Terrific purchase Superb product at good quality and with reasonable price.READ MORE,Positive
3681,Does the job goodREAD MORE,Positive
3682,Excellent Good productREAD MORE,Positive
3683,Really Nice Those balls r not in good qualityREAD MORE,Negative
3684,Not good AwesomeREAD MORE,Positive
3685,"Does the job Suitable for indoor,, highly recommendedREAD MORE",Positive
3686,Did not meet expectations Original product.... Thanks for sending original products....READ MORE,Positive
3687,Must buy! BestREAD MORE,Positive
3688,Decent product Good productREAD MORE,Positive
3689,Mind-blowing purchase GoodREAD MORE,Positive
3690,"Great product Great product and reasonable price , too cheaper than offline purchase and good delivery service as wellGo grab itIt's a great deay ❤️❤️READ MORE",Positive
3691,Highly recommended Not badREAD MORE,Neutral
3692,Simply awesome Nice ...👍🏻READ MORE,Positive
3693,Awesome FineREAD MORE,Positive
3694,Classy product OkREAD MORE,Negative
3695,Very Good Very goodREAD MORE,Positive
3696,Just okay Not goodREAD MORE,Negative
3697,Awesome GoodREAD MORE,Positive
3698,"Horrible Ist time i purchased, got original product. But after 4 month 2nd time i purchased, got duplicate product.READ MORE",Neutral
3699,Pretty good nice shuttle... You can buyREAD MORE,Positive
3700,Awesome ExcellentREAD MORE,Positive
3701,Mind-blowing purchase Very good.product.. genuine..READ MORE,Positive
3702,Wonderful SuperREAD MORE,Positive
3703,Classy product Excellent shuttles. I have been using them since years. Best quality.READ MORE,Positive
3704,Fair SatisfactionREAD MORE,Positive
3705,Fabulous! Nice shuttles and reasonable price. excellent qualityREAD MORE,Positive
3706,Highly recommended In a box 1 or 2 pieces lightly damagedREAD MORE,Neutral
3707,Delightful GoodREAD MORE,Positive
3708,Terrific purchase More damages.READ MORE,Negative
3709,Very Good Super cockes white nis projectREAD MORE,Positive
3710,Excellent awesome shuttleREAD MORE,Positive
3711,Wonderful NiceREAD MORE,Positive
3712,Terrific Worth of moneyREAD MORE,Positive
3713,Highly recommended GoodREAD MORE,Positive
3714,Best in the market! Now a days duplicate is comingAfter one game it become a rocket....READ MORE,Neutral
3715,Just wow! Pro levelREAD MORE,Positive
3716,Good quality product Genuine quality with super fast delivery.READ MORE,Positive
3717,Perfect product! It's good to use..... Very nice productREAD MORE,Positive
3718,Must buy! GoodREAD MORE,Positive
3719,Worth the money SuperREAD MORE,Positive
3720,Excellent Superb and high quality productsREAD MORE,Positive
3721,Classy product niceREAD MORE,Positive
3722,Best in the market! GoodREAD MORE,Positive
3723,Mind-blowing purchase Clean and neat. I received it. Exact as advertisedREAD MORE,Positive
3724,Mind-blowing purchase Super and best qualityREAD MORE,Positive
3725,Very Good Best productREAD MORE,Positive
3726,Simply awesome Good qualityREAD MORE,Positive
3727,Terrific Orginal same oneREAD MORE,Positive
3728,Super! Nice productREAD MORE,Positive
3729,Delightful GoodREAD MORE,Positive
3730,Delightful Good qualityREAD MORE,Positive
3731,Worst experience ever! GoodREAD MORE,Positive
3732,Highly recommended GoodREAD MORE,Positive
3733,Worth the money Awesome....READ MORE,Positive
3734,"Really Nice Nice product, Must BuyREAD MORE",Positive
3735,Excellent Quality product!READ MORE,Positive
3736,Fabulous! PerfectREAD MORE,Positive
3737,Good choice GoodREAD MORE,Positive
3738,Classy product Thank you Vishnu nice delivered the productREAD MORE,Positive
3739,Worth the money GoodREAD MORE,Positive
3740,Terrific purchase Superb qualityREAD MORE,Positive
3741,Wonderful Tx product but price costlyREAD MORE,Negative
3742,Terrific Nice productREAD MORE,Positive
3743,Perfect product! GoodREAD MORE,Positive
3744,Mind-blowing purchase Are durable & quality is satisfying..READ MORE,Positive
3745,Wonderful Excellent workREAD MORE,Positive
3746,Perfect product! Satisfied with the productREAD MORE,Positive
3747,Worth the money Nice product but price is quite high than marketREAD MORE,Positive
3748,Classy product Shuttles are 100% genuine...pls go head of any one want to buy..READ MORE,Positive
3749,Value-for-money GoodREAD MORE,Positive
3750,Delightful Must buyREAD MORE,Positive
3751,Bad quality Good qualityREAD MORE,Positive
3752,Just okay good qualityREAD MORE,Positive
3753,Nice product Every time we r fecing problem order not teking why ru doing  like this ur doing bussiness we r orders perfect payment why don't u take ordersREAD MORE,Positive
3754,Classy product GreatREAD MORE,Positive
3755,Terrific purchase Good ....READ MORE,Positive
3756,Terrific purchase SuperREAD MORE,Positive
3757,Brilliant NiceREAD MORE,Positive
3758,Wonderful Beautiful productREAD MORE,Positive
3759,Good choice Overall product is good but Price is a bit highREAD MORE,Positive
3760,Just wow! BetterREAD MORE,Positive
3761,Classy product old stock. It was medium speed but practically very fastREAD MORE,Negative
3762,Best in the market! goodREAD MORE,Neutral
3763,Worth every penny Good qualityREAD MORE,Positive
3764,Mind-blowing purchase Good to play.Very durable and long lasting.READ MORE,Positive
3765,Worth every penny GoodREAD MORE,Positive
3766,Fabulous! Cheap and best product ever we can find with this rate in other shopping sites thank you flipkartREAD MORE,Positive
3767,Perfect product! GoodREAD MORE,Positive
3768,Highly recommended REALLY GOOD PRODUCT 👌READ MORE,Positive
3769,Just okay NiceREAD MORE,Positive
3770,Nice product Nice oneREAD MORE,Positive
3771,Brilliant Good original productREAD MORE,Positive
3772,Awesome NICREAD MORE,Positive
3773,Good quality product Yonexxx is yonexxx don't compare it with others.READ MORE,Positive
3774,Super! Yonox is yonox Great qualityREAD MORE,Positive
3775,Wonderful Value for money nice cork worth itREAD MORE,Positive
3776,Super! Long lastingREAD MORE,Positive
3777,Best in the market! NiceREAD MORE,Positive
3778,Moderate Good quality lasted for more than 30 matches a single cork .READ MORE,Positive
3779,Excellent Few are medium speed eventhough they are green capNo consistencyREAD MORE,Neutral
3780,Pretty good Super originalREAD MORE,Positive
3781,"Worthless Good one, I feel speed different between green vs whiteREAD MORE",Positive
3782,Just wow! Best quality superREAD MORE,Positive
3783,Mind-blowing purchase GoodREAD MORE,Positive
3784,Waste of money! I love your products 😍❤️💖♥️♥️♥️♥️♥️♥️READ MORE,Positive
3785,Wonderful Best buyREAD MORE,Positive
3786,Fair GoodREAD MORE,Positive
3787,Worth every penny As good as expected 👍READ MORE,Positive
3788,Could be way better Quality cheating worst of moneyREAD MORE,Negative
3789,Super! Quality is very good and the delivery is very quick.READ MORE,Positive
3790,Simply awesome Very good product and delivery before due date. If you are planning to purchase Mavis10/ Movies 200i please don't waste and go for 350.READ MORE,Positive
3791,"Excellent Very slow shuttle , I feel dulicateREAD MORE",Negative
3792,Very Good Very nice productREAD MORE,Positive
3793,Really Nice Shuttle is Nice and well packed   Thanks FlipkartREAD MORE,Positive
3794,Terrific Good ! Go for itREAD MORE,Negative
3795,Mind-blowing purchase Best choiceREAD MORE,Positive
3796,Pretty good Super but it is slowREAD MORE,Neutral
3797,Best in the market! It's awesome..READ MORE,Positive
3798,"Worst experience ever! It's not suitable in open ground practice, it feels heavy weightREAD MORE",Negative
3799,Super! NicREAD MORE,Positive
3800,Fabulous! Original productREAD MORE,Positive
3801,Value-for-money It is a good product at affordable price @729rupeesREAD MORE,Positive
3802,Simply awesome GoodREAD MORE,Positive
3803,Pretty good Good qualityREAD MORE,Positive
3804,Moderate best for Open groundREAD MORE,Positive
3805,Highly recommended ExcellentREAD MORE,Positive
3806,"Wonderful Good Quality I play 2 hours vigoursly daily each shuttle last for 2 days if played vigoursly(smashes) otherwise 3-4 days each shuttle. This is my 7th shuttle box ordered under Retail.Net. But lot of price up/downs, I think due to huge demand.READ MORE",Positive
3807,Must buy! Good & genuine shuttleREAD MORE,Positive
3808,Value-for-money It's not original one.Failed sunrise test. I was unable to scratch the hologram to get the code.READ MORE,Negative
3809,Fair gud qualityREAD MORE,Positive
3810,Best in the market! BetterREAD MORE,Positive
3811,Worth the money SuperREAD MORE,Positive
3812,Mind-blowing purchase Excellent...READ MORE,Positive
3813,Great product GoodREAD MORE,Positive
3814,Simply awesome The product i reseaved was bad.READ MORE,Negative
3815,Great product NiceREAD MORE,Positive
3816,Awesome GoodREAD MORE,Positive
3817,"Don't waste your money Perfect 👌 original,fast deliveryREAD MORE",Positive
3818,Did not meet expectations Nice shuttleREAD MORE,Positive
3819,Terrific Green should b slow... but it was fastREAD MORE,Neutral
3820,Mind-blowing purchase Very good qualityREAD MORE,Positive
3821,Classy product Nice product.READ MORE,Positive
3822,Highly recommended Very niceREAD MORE,Positive
3823,Delightful Nice..READ MORE,Positive
3824,Fabulous! NiceREAD MORE,Positive
3825,Worth every penny Good qualityREAD MORE,Positive
3826,Nice product NiceREAD MORE,Positive
3827,Awesome BadREAD MORE,Negative
3828,Delightful Very bad Every day one gets damagedREAD MORE,Negative
3829,Pretty good Very good long lifeREAD MORE,Positive
3830,Perfect product! Good oneREAD MORE,Positive
3831,Waste of money! Good one...!!READ MORE,Positive
3832,Really Nice Original but price is too muchREAD MORE,Positive
3833,Fabulous! GoodREAD MORE,Positive
3834,Value-for-money Good productREAD MORE,Positive
3835,Delightful It's niceREAD MORE,Positive
3836,"Quality is lacking, suspect the genuinity Good productREAD MORE",Positive
3837,Very Good In the absence of Mavis 500 this is the best product.READ MORE,Positive
3838,Wonderful The first shuttle i use is bit fast.. but now the 2nd and third is good to play with.. Appropriate Speed and good to use.. Go on if u r not a national player... 😎😛READ MORE,Positive
3839,Terrific 2 shuttle out of 6 was partially Manufacturing defected. product was looking original. Seller should pay attention that customer is paying amount for 6 shuttle.READ MORE,Positive
3840,Just wow! Good turst itREAD MORE,Positive
3841,Classy product Worst product I think Mavis 350 was more durable than average shuttle but thought of mine was a clear blunder as it doesn't lasts for at least 1day. The cork was broken after 6-7 set play. If you plays in indoor then you can go with this otherwise you will donated money to FlipkartREAD MORE,Negative
3842,Nice product OkREAD MORE,Positive
3843,Great product Genuine product😀READ MORE,Positive
3844,Best  GoodREAD MORE,Positive
3845,Awesome Suitable for play and reasonable price.READ MORE,Positive
3846,Must buy! Have been purchasing the shuttles from Flipkart for a very long time now. But the quality of the shuttles has been lacking recently. May not buy anymore due to lack of Quality.READ MORE,Negative
3847,Don't waste your money Very fast delivery thank you flipkartREAD MORE,Positive
3848,STURDY Good productREAD MORE,Positive
3849,Fabulous! GoodREAD MORE,Positive
3850,Worst experience ever! nice oneREAD MORE,Positive
3851,Best in the market! FineREAD MORE,Positive
3852,Delightful GoodREAD MORE,Positive
3853,Really Nice WorthREAD MORE,Positive
3854,"Unsatisfactory Important month and delivery month, 😀same.... Totally new®️®️®️®️®️®️🙏READ MORE",Positive
3855,Just wow! The product is too good I like it very much Flipkart is the brand app I think so but the think always good and perfect 😘😘👌👌👌keep it up👍👍👍READ MORE,Positive
3856,Super! Good qualityREAD MORE,Positive
3857,"Good It doesn't felt to be a good one, the cork speed was different for each cork.READ MORE",Negative
3858,Worth every penny Check them if they are original or fakeMine are originalREAD MORE,Positive
3859,Wonderful SuperREAD MORE,Positive
3860,"Awesome This white one is very bad, worthless, Better to go for YellowREAD MORE",Negative
3861,Really Nice Good product at good price. Quality is also very good. It's perfect for playing..READ MORE,Positive
3862,Just okay It's very goodREAD MORE,Positive
3863,Terrific Nice productREAD MORE,Positive
3864,Nice Outdoor coats that shettel is very badREAD MORE,Negative
3865,Simply awesome Very good qualiyt.READ MORE,Positive
3866,Awesome GoodREAD MORE,Positive
3867,Highly recommended goodREAD MORE,Neutral
3868,Must buy! Good product...READ MORE,Positive
3869,"Very Good This shuttle is vey durables even if u play rigorously,it lasts 4 to 5 days.So light n good to play.READ MORE",Positive
3870,Excellent Genuine and good. Goes a long way.READ MORE,Positive
3871,Pretty good Playing is good but very short life.... may be old stock . I use 350 from very long time it lasts for 5 to 7 days easily but this time each shuttle stands for hardly 3 days . All shuttles goes in same way cork breaksREAD MORE,Positive
3872,Really Nice niceREAD MORE,Neutral
3873,Value-for-money Quality product....READ MORE,Positive
3874,Super! Just okREAD MORE,Neutral
3875,Excellent Good package and good productREAD MORE,Positive
3876,Terrific Thanks for yonex and these are best for both indoor and outdoor any one can go through this product blindlyREAD MORE,Positive
3877,Value-for-money NiceREAD MORE,Positive
3878,Simply awesome goodREAD MORE,Positive
3879,Just wow! good one but delivery was tooo late.READ MORE,Positive
3880,Perfect product! NYC productREAD MORE,Positive
3881,Fair good oneREAD MORE,Positive
3882,Must buy! NiceREAD MORE,Positive
3883,Super! SuperrrrbREAD MORE,Positive
3884,Perfect product! GoodREAD MORE,Positive
3885,Wonderful ExcellentREAD MORE,Positive
3886,Value-for-money Good productREAD MORE,Positive
3887,Wonderful Good QualityREAD MORE,Positive
3888,Value-for-money GoodREAD MORE,Positive
3889,Fabulous! Nice product .READ MORE,Positive
3890,Must buy! Gud 1READ MORE,Positive
3891,Highly recommended GoodREAD MORE,Neutral
3892,Wonderful RecommendedREAD MORE,Positive
3893,Worth the money value for moneyREAD MORE,Positive
3894,Just wow! Nice and good shuttlecock Very fast delivery I love it Thank u flipkart deliveryREAD MORE,Positive
3895,Decent product SuperREAD MORE,Positive
3896,Just okay Good value for money and speed delivery.READ MORE,Positive
3897,Excellent Best qualityREAD MORE,Positive
3898,Fabulous! FlexibleREAD MORE,Positive
3899,Worthless Superb 👌READ MORE,Positive
3900,Mind-blowing purchase Good oneREAD MORE,Positive
3901,Super! Nice qualityREAD MORE,Positive
3902,Highly recommended Simply Perfect 👌READ MORE,Positive
3903,Classy product Nice and durable Specifically... very effective for beginnersREAD MORE,Positive
3904,Great product FantasticREAD MORE,Positive
3905,Did not meet expectations It get damaged at fast.READ MORE,Neutral
3906,Great product The rubber is not qualifyREAD MORE,Neutral
3907,Wonderful SuperREAD MORE,Positive
3908,Awesome Good quality & faster deliveryREAD MORE,Positive
3909,Fabulous! Waste.....waste....waste...loss of money..!Don't buy guysREAD MORE,Negative
3910,Brilliant As always. It's the best buy. And Flipkart is the right place for thisREAD MORE,Positive
3911,Unsatisfactory Excellent product!!READ MORE,Positive
3912,Best in the market! Gud 1READ MORE,Positive
3913,Worth every penny Shuttle is very good in quality.And the rubber part is also very smooth for paly.READ MORE,Positive
3914,Wonderful Awesome must buyREAD MORE,Positive
3915,Great product very worstREAD MORE,Negative
3916,Awesome Great for that priceREAD MORE,Positive
3917,Highly recommended Loved it...READ MORE,Positive
3918,Must buy! Package was good and they sent latest mfg part.READ MORE,Positive
3919,Perfect product! SupperREAD MORE,Positive
3920,Terrific purchase GoodREAD MORE,Positive
3921,Good choice Packing is very worstREAD MORE,Negative
3922,Excellent Nice shuttleREAD MORE,Positive
3923,Just wow! Super dealREAD MORE,Positive
3924,Excellent GoodREAD MORE,Positive
3925,Simply awesome Excellent productREAD MORE,Positive
3926,Best in the market! Highly durable! Will buy moreREAD MORE,Positive
3927,Wonderful I feel better now when I am playingREAD MORE,Positive
3928,Perfect product! Good product...original and good price than marketREAD MORE,Positive
3929,Worst experience ever! Order to Delivery completed in 35 hours. Great Flipkart...READ MORE,Positive
3930,Super! Best qualityREAD MORE,Positive
3931,Terrific Still goodREAD MORE,Positive
3932,"Excellent Nice. Very fast delivery by flipkart. Delivered next day in small city banswara,Rajasthan. Superb. 5 star for delivery.READ MORE",Positive
3933,Fabulous! Good quality.READ MORE,Positive
3934,"Classy product Best product flipkart,4 players continues play per day 4 hour 8 day one cork.READ MORE",Positive
3935,Does the job Good oneREAD MORE,Positive
3936,Awesome GoodREAD MORE,Positive
3937,Brilliant osm product....READ MORE,Positive
3938,Classy product Good jobREAD MORE,Positive
3939,Great product Good oneREAD MORE,Negative
3940,Classy product Value for moneyREAD MORE,Positive
3941,Terrific Good productREAD MORE,Positive
3942,Hated it! Good productREAD MORE,Positive
3943,Terrific It's good in slow.... I'll pref fast one.. Overall its goodREAD MORE,Positive
3944,"Must buy! Best one...., ⭐⭐⭐⭐⭐READ MORE",Positive
3945,Worth the money good productREAD MORE,Neutral
3946,Must buy! Quality productWonderful deliveryDelivered on timeGood packagingREAD MORE,Positive
3947,Best in the market! GdREAD MORE,Positive
3948,Nice NiceREAD MORE,Positive
3949,Mind-blowing purchase GoodREAD MORE,Positive
3950,"Best in the market! This Product is perfect for regular badminton players, in Indoor atmosphere.READ MORE",Positive
3951,Brilliant Simply awesomeREAD MORE,Positive
3952,Nice product The product i received was not good.READ MORE,Negative
3953,Fair Mainde  blowingREAD MORE,Positive
3954,Good Gud productREAD MORE,Positive
3955,Perfect product! NiceREAD MORE,Positive
3956,Must buy! Excellent productREAD MORE,Positive
3957,Terrific purchase Genuine product by yonex. Durable shuttles.READ MORE,Positive
3958,Fabulous! Bottom part use to come out white smashREAD MORE,Neutral
3959,Wonderful Nice specifyREAD MORE,Positive
3960,Very Good It's highly durable and of great quality...I just loved it 🥰READ MORE,Positive
3961,Awesome BestREAD MORE,Positive
3962,Just okay Poor qualityREAD MORE,Positive
3963,Good quality product Using it for few weeks... So far performance is okay...have good shot strength... easily recommendable.... durability have to be checked..READ MORE,Neutral
3964,Must buy! It is strictly made to meet the Indoor Conditions. Don't buy this if U are playing in Outdoor Conditions.READ MORE,Neutral
3965,Fabulous! GoodREAD MORE,Positive
3966,Worth every penny NiceREAD MORE,Positive
3967,Excellent Delivery service simply superbREAD MORE,Positive
3968,Good quality product Delivery boy is very helpful.READ MORE,Positive
3969,Worth the money It's not a bad product. but quality is not good  that's it..READ MORE,Positive
3970,Must buy! Nice oneREAD MORE,Positive
3971,Really Nice It's looking cute and also it's playing greatREAD MORE,Positive
3972,Simply awesome good product .READ MORE,Neutral
3973,Mind-blowing purchase Good👌🏻READ MORE,Positive
3974,"Good quality product Good, no one is damaged all  shuttles are goodREAD MORE",Positive
3975,Not good Really Good... Recommended... I will bought it againREAD MORE,Positive
3976,Super! Good jobREAD MORE,Positive
3977,"Nice product Super. Must buy. Thanks to flipcart for good service and their super fast service is ""never before"".READ MORE",Positive
3978,Must buy! evergreenREAD MORE,Positive
3979,Terrific ExcellentREAD MORE,Positive
3980,Good Box same but shuttlecocks changeREAD MORE,Positive
3981,Brilliant Mavis is massive shuttleREAD MORE,Positive
3982,Worth the money Nice productREAD MORE,Positive
3983,Awesome Excellent slow moving durable productREAD MORE,Positive
3984,Excellent Very niceREAD MORE,Positive
3985,Perfect product! Quality vevy very very very bad....whyREAD MORE,Negative
3986,Classy product Good product must buy.......READ MORE,Positive
3987,Mind-blowing purchase very good productREAD MORE,Positive
3988,Mind-blowing purchase Very goodREAD MORE,Positive
3989,Highly recommended Very good quality and very durable product.READ MORE,Positive
3990,"Pretty good Should be economic, higher cost causes less people will attract to bedmintonREAD MORE",Neutral
3991,Value-for-money Awesome product 👌👌👌👌READ MORE,Positive
3992,Great product best qualityREAD MORE,Positive
3993,Very Good good productREAD MORE,Positive
3994,Worth every penny Good product 👍 so thank you flipkart and sellerREAD MORE,Positive
3995,Must buy! SuperREAD MORE,Positive
3996,Highly recommended WellREAD MORE,Positive
3997,Nice product Slow shuttle nice productREAD MORE,Positive
3998,Terrific purchase Powerful shuttleREAD MORE,Positive
3999,Brilliant GoodREAD MORE,Positive
4000,Terrific Timely delivery. Satisfactory under paying conditions.READ MORE,Positive
4001,Awesome Received in sealed pack.Thanks flippcart and its seller.READ MORE,Positive
4002,Decent product Got this product in 2 days heavenly awesomeREAD MORE,Positive
4003,Fair Nice productREAD MORE,Positive
4004,Does the job SatisfiedREAD MORE,Positive
4005,Perfect product! Rightly priced... Good Quality..worth the buy..Daily usage and durable too..READ MORE,Positive
4006,Terrific Superb. Very durableREAD MORE,Positive
4007,Nice Nice productREAD MORE,Positive
4008,Highly recommended Absolutely fantastic!READ MORE,Positive
4009,Does the job Very fantastic product but their plastic is so light weightREAD MORE,Positive
4010,Pretty good GoodREAD MORE,Positive
4011,Classy product GoodREAD MORE,Positive
4012,Good choice too much exepensiveREAD MORE,Neutral
4013,"Just wow! Good one, best choice, super qualityREAD MORE",Neutral
4014,Very Good Nice product tq flipkartREAD MORE,Neutral
4015,Super! Best shuttlesREAD MORE,Positive
4016,Worth the money Wonder fullREAD MORE,Positive
4017,Good quality product Not so good as expected....READ MORE,Neutral
4018,Just wow! Gud oneREAD MORE,Positive
4019,Terrible product ones more time | booked this item From rallinet they cheat me send a dummy Product in the box of YonexREAD MORE,Neutral
4020,Classy product Good purchase..READ MORE,Positive
4021,Highly recommended Good qualityREAD MORE,Positive
4022,Excellent NiceREAD MORE,Positive
4023,Perfect product! Excellent product.I love the delivery of flipkartREAD MORE,Positive
4024,Best in the market! Its very poorREAD MORE,Positive
4025,Useless product SuperREAD MORE,Positive
4026,"Delightful Ok ok, yellow colour is best compared to thisREAD MORE",Positive
4027,Value-for-money Good  productREAD MORE,Positive
4028,Terrible product Very NiceREAD MORE,Positive
4029,Simply awesome Good product worth buying...READ MORE,Negative
4030,Decent product a GOOD productREAD MORE,Positive
4031,Brilliant Very good product and good priceREAD MORE,Positive
4032,Terrific Best buy and its the original productREAD MORE,Positive
4033,Awesome Good than expectedREAD MORE,Positive
4034,Just wow! Super long lifeREAD MORE,Positive
4035,Brilliant Not good & lasting.....READ MORE,Negative
4036,Awesome GoodREAD MORE,Positive
4037,Wonderful Awesome experience.READ MORE,Positive
4038,Best in the market! Very badREAD MORE,Negative
4039,Classy product Good qualityREAD MORE,Positive
4040,Super! GoodREAD MORE,Neutral
4041,Excellent Mind blowing super fantasticREAD MORE,Positive
4042,Value-for-money GoodREAD MORE,Positive
4043,Did not meet expectations Good productGood coveringREAD MORE,Positive
4044,Very Good Good Product.READ MORE,Positive
4045,Slightly disappointed Best qualityREAD MORE,Positive
4046,Good quality product Best qualityREAD MORE,Positive
4047,"Highly recommended Thanks to Flipkart, fast delivery. One day before. Thanks to  Ekart corrier alsoREAD MORE",Positive
4048,Terrific GoodREAD MORE,Positive
4049,Brilliant Nice quality....awesome yonex is yonex ....baap is baap 😍😍😍READ MORE,Positive
4050,Perfect product! GoodREAD MORE,Positive
4051,Best in the market! ExcellentREAD MORE,Positive
4052,Super! Good productREAD MORE,Positive
4053,Classy product Very slowREAD MORE,Negative
4054,Brilliant Good product. Packing was little damaged but internal product found safe.READ MORE,Positive
4055,Good choice Not badREAD MORE,Negative
4056,Good quality product Gud but need a liitle bit imporovementREAD MORE,Positive
4057,Decent product Nice product.READ MORE,Positive
4058,Awesome GoodREAD MORE,Positive
4059,Perfect product! Good quality stuffREAD MORE,Positive
4060,Moderate Very good shuttle for intermediate users 🍁READ MORE,Positive
4061,Worth the money GudREAD MORE,Positive
4062,Simply awesome Nice.and yonex 350 is better than 2000.first I confused very much.at last by some other frnds I ordered this product and was very nice no doubtREAD MORE,Positive
4063,Nice Brand no more wordsREAD MORE,Positive
4064,Pretty good Must buyREAD MORE,Positive
4065,Terrific purchase Good but bit expensiveREAD MORE,Positive
4066,Best in the market! Value for moneyREAD MORE,Positive
4067,"Very Good Excellent ,After buying this product ,again I ordered another packREAD MORE",Neutral
4068,Horrible Very good quality.READ MORE,Positive
4069,Must buy! Genuine productREAD MORE,Positive
4070,Terrific purchase Second time deliverd orginal product thanks flipkartREAD MORE,Negative
4071,Must buy! good qualityREAD MORE,Positive
4072,Good quality product Very goodREAD MORE,Positive
4073,Must buy! One day late delivery but okREAD MORE,Neutral
4074,Fabulous! Very NiceREAD MORE,Positive
4075,Value-for-money Got original product checked in sunrise.com..go for itREAD MORE,Positive
4076,Wonderful Good quality productREAD MORE,Positive
4077,Highly recommended GoodREAD MORE,Positive
4078,Mind-blowing purchase Don't buy this item product missing.READ MORE,Negative
4079,Classy product Right product send by sellerREAD MORE,Positive
4080,Very Good ExcellentREAD MORE,Positive
4081,Awesome GoodREAD MORE,Positive
4082,Very Good GoodREAD MORE,Positive
4083,Highly recommended Superb shuttlesREAD MORE,Positive
4084,Delightful NiceREAD MORE,Positive
4085,Worth every penny NiceREAD MORE,Positive
4086,Nice product Good enough to playREAD MORE,Positive
4087,Simply awesome OkREAD MORE,Positive
4088,Brilliant Nice productsREAD MORE,Positive
