,Review Title,Up Votes,Down Votes,Month,Review text,Ratings,Year,Sentiment
4519,Terrific,0.0,0.0,Mar,Good product.READ MORE,5,2020,Positive
4520,Value-for-money,0.0,0.0,Mar,"Poor quality, very old stock provided.READ MORE",2,2020,Negative
4521,Worst experience ever!,0.0,0.0,Mar,Very good shuttle Superp durability compared to other.Original Very reliableIn budget item.READ MORE,5,2020,Positive
4522,Good,0.0,0.0,Mar,Super product it lasts for 3 to 4 yearsREAD MORE,5,2020,Positive
4523,Just okay,0.0,0.0,Mar,Good qualityREAD MORE,5,2020,Positive
4524,Terrific purchase,0.0,0.0,Mar,Very happy with the quality and deliveryREAD MORE,5,2020,Positive
4525,Excellent,0.0,0.0,Mar,Good productREAD MORE,5,2020,Positive
4526,Nice product,0.0,0.0,Mar,Good quality productREAD MORE,5,2020,Positive
4527,Super!,0.0,0.0,Mar,best shuttle in less price nice 😊😊😊😊😊READ MORE,5,2020,Positive
4528,Fabulous!,0.0,0.0,Mar,Good productREAD MORE,5,2020,Positive
4529,Good choice,0.0,0.0,Mar,SuperbREAD MORE,5,2020,Positive
4530,Classy product,0.0,0.0,Mar,BestREAD MORE,4,2020,Positive
4531,Terrific,0.0,0.0,Mar,Very bad 😧👎 quality this packREAD MORE,1,2020,Negative
4532,Pretty good,0.0,0.0,Mar,Good product fast delivery flipkart.READ MORE,3,2020,Neutral
4533,Very Good,0.0,0.0,Mar,GoodREAD MORE,3,2020,Neutral
4534,Good choice,0.0,0.0,Mar,Well fine and good Got the product in timeREAD MORE,5,2020,Positive
4535,Good quality product,0.0,0.0,Mar,Good for beginnersREAD MORE,5,2020,Positive
4536,Awesome,0.0,0.0,Mar,my experience was quite good with this product till date.READ MORE,4,2020,Positive
4537,Good choice,0.0,0.0,Mar,Very niceREAD MORE,5,2020,Positive
4538,Nice product,0.0,0.0,Mar,GoodREAD MORE,5,2020,Positive
4539,Good quality product,0.0,0.0,Mar,GoodREAD MORE,4,2020,Positive
4540,Excellent ,0.0,0.0,Mar,Genuine product!READ MORE,5,2020,Positive
4541,Brilliant,0.0,0.0,Mar,Shuttles at there bestREAD MORE,5,2020,Positive
4542,Just wow!,0.0,0.0,Mar,OkREAD MORE,4,2020,Positive
4543,Great product,0.0,0.0,Mar,GoodREAD MORE,4,2020,Positive
4544,Awesome,0.0,0.0,Mar,Good qualityREAD MORE,4,2020,Positive
4545,Just wow!,0.0,0.0,Mar,Good cap very  very game so better......READ MORE,4,2020,Positive
4546,Awesome,0.0,0.0,Mar,good bestREAD MORE,5,2020,Positive
4547,Terrific purchase,0.0,0.0,Mar,Very goodREAD MORE,4,2020,Positive
4548,Awesome,0.0,0.0,Mar,Product is nice and delivered in time..READ MORE,4,2020,Positive
4549,Not recommended at all,0.0,0.0,Mar,goodREAD MORE,4,2020,Positive
4550,Perfect product!,0.0,0.0,Mar,ExcellentREAD MORE,5,2020,Positive
4551,Delightful,0.0,0.0,Mar,Original shuttle very fine for play outside too.READ MORE,5,2020,Positive
4552,Great product,0.0,0.0,Mar,Nice productREAD MORE,5,2020,Positive
4553,Pretty good,0.0,0.0,Mar,Very good shuttleREAD MORE,5,2020,Positive
4554,Terrific purchase,0.0,0.0,Mar,Awesome product..READ MORE,5,2020,Positive
4555,Mind-blowing purchase,0.0,0.0,Mar,ImpressedREAD MORE,5,2020,Positive
4556,Simply awesome,0.0,0.0,Mar,NiceREAD MORE,5,2020,Positive
4557,Good quality product,0.0,0.0,Mar,Good productREAD MORE,5,2020,Positive
4558,Mind-blowing purchase,0.0,0.0,Mar,Long lastingREAD MORE,5,2020,Positive
4559,Mind-blowing purchase,0.0,0.0,Mar,product is not good2 shuttles got broken in only 3 matches It's my advice don't buy itREAD MORE,1,2020,Negative
4560,Moderate,0.0,0.0,Mar,Good product...thnx flipcartREAD MORE,5,2020,Positive
4561,Simply awesome,0.0,0.0,Mar,Yonex Mavis 350 Nice quality.....and delivery also on time thank u flipkart....READ MORE,4,2020,Positive
4562,Don't waste your money,0.0,0.0,Mar,Nice qualityREAD MORE,5,2020,Positive
4563,Worth the money,0.0,0.0,Mar,Good productREAD MORE,4,2020,Positive
4564,Delightful,0.0,0.0,Mar,NiceREAD MORE,5,2020,Positive
4565,Very Good,0.0,0.0,Mar,Value for moneyREAD MORE,5,2020,Positive
4566,Wonderful,0.0,0.0,Mar,No words about this.... awesome productREAD MORE,5,2020,Positive
4567,Very poor,0.0,0.0,Mar,I felling Very good when I play.READ MORE,4,2020,Positive
4568,Fabulous!,0.0,0.0,Mar,Nice product.READ MORE,5,2020,Positive
4569,Excellent,0.0,0.0,Mar,greatREAD MORE,5,2020,Positive
4570,Worth every penny,0.0,0.0,Mar,After playing one match the... Cap is rotating..  poor quality..... Second quality..... 3 times i got second quality....yonex Cheating us......READ MORE,2,2020,Negative
4571,Highly recommended,0.0,0.0,Mar,Super Durable ShuttelsREAD MORE,5,2020,Positive
4572,Good,0.0,0.0,Mar,Poor qualityREAD MORE,1,2020,Negative
4573,Mind-blowing purchase,0.0,0.0,Mar,niceREAD MORE,4,2020,Positive
4574,Not recommended at all,0.0,0.0,Mar,SuperREAD MORE,4,2020,Positive
4575,Delightful,0.0,0.0,Mar,Nice productsREAD MORE,4,2020,Positive
4576,Worth the money,0.0,0.0,Mar,Good product good delivery serviceREAD MORE,5,2020,Positive
4577,Fair,0.0,0.0,Mar,The quality of the shuttle is very bad. The product received is defective. The cork is getting damaged only for one gameREAD MORE,1,2020,Negative
4578,Simply awesome,0.0,0.0,Mar,Awesome purchaseREAD MORE,5,2020,Positive
4579,Wonderful,0.0,0.0,Feb,Good serveceREAD MORE,5,2020,Positive
4580,Just wow!,0.0,0.0,Feb,Very nice and best priceREAD MORE,5,2020,Positive
4581,Terrific purchase,0.0,0.0,Feb,GoodREAD MORE,5,2020,Positive
4582,Value-for-money,0.0,0.0,Feb,Life time is less.READ MORE,3,2020,Neutral
4583,Fair,0.0,0.0,Feb,good product..READ MORE,5,2020,Positive
4584,Classy product,0.0,0.0,Feb,"Very disappointed. The ones I bought on January was bad and did not last even a month. This is even worse. I ordered ""SLOW"" but God alone knows how- the shuttles are mostly SUPER FAST.. Sounds heavy the moment it touches the racket strings.?READ MORE",1,2020,Negative
4585,Very poor,0.0,0.0,Feb,Recomended for medium range players.READ MORE,4,2020,Positive
4586,Fabulous!,0.0,0.0,Feb,Some are at yellow part getting dammage quickly other than that okREAD MORE,4,2020,Positive
4587,Great product,0.0,0.0,Feb,Average .READ MORE,3,2020,Neutral
4588,Useless product,0.0,0.0,Feb,Best in The MarketREAD MORE,5,2020,Positive
4589,Must buy!,0.0,0.0,Feb,Good shuttleREAD MORE,4,2020,Positive
4590,Terrific purchase,0.0,0.0,Feb,Good product and delivery  thanks to flipcartREAD MORE,5,2020,Positive
4591,Wonderful,0.0,0.0,Feb,Best in class followed by durabilityREAD MORE,5,2020,Positive
4592,Delightful,0.0,0.0,Feb,SuperREAD MORE,4,2020,Positive
4593,Worth every penny,0.0,0.0,Feb,NO BADREAD MORE,3,2020,Neutral
4594,Delightful,0.0,0.0,Feb,Good productREAD MORE,5,2020,Positive
4595,Just wow!,0.0,0.0,Feb,The product is not genuine.U can identify by seeing the plastic cap of the boxREAD MORE,1,2020,Negative
4596,Brilliant,0.0,0.0,Feb,Good productREAD MORE,5,2020,Positive
4597,Really Nice,0.0,0.0,Feb,Super perfect flyREAD MORE,5,2020,Positive
4598,Wonderful,0.0,0.0,Feb,poor quality.....READ MORE,1,2020,Negative
4599,Awesome,0.0,0.0,Feb,Good shuttleREAD MORE,5,2020,Positive
4600,Perfect product!,0.0,0.0,Feb,Price is goodQuality is goodAnd also fast deliveryREAD MORE,5,2020,Positive
4601,Terrific,0.0,0.0,Feb,What a shuttle like yonex branding best shuttles everREAD MORE,5,2020,Positive
4602,Brilliant,0.0,0.0,Feb,Better for both indoor and outdoorREAD MORE,4,2020,Positive
4603,Worth the money,0.0,0.0,Feb,NiceREAD MORE,5,2020,Positive
4604,Simply awesome,0.0,0.0,Feb,goodREAD MORE,4,2020,Positive
4605,Did not meet expectations,0.0,0.0,Feb,Best quality 👌READ MORE,5,2020,Positive
4606,Delightful,0.0,0.0,Feb,good stuff....READ MORE,5,2020,Positive
4607,Awesome,0.0,0.0,Feb,GoodREAD MORE,4,2020,Positive
4608,Wonderful,0.0,0.0,Feb,Good productREAD MORE,5,2020,Positive
4609,Classy product,0.0,0.0,Feb,nice shuttleREAD MORE,5,2020,Positive
4610,Simply awesome,0.0,0.0,Feb,Very bice productREAD MORE,5,2020,Positive
4611,Good,0.0,0.0,Feb,BestREAD MORE,5,2020,Positive
4612,Delightful,0.0,0.0,Feb,Good qualityREAD MORE,5,2020,Positive
4613,Awesome,0.0,0.0,Feb,"Good one , timely deliveredREAD MORE",4,2020,Positive
4614,Super!,0.0,0.0,Feb,Aswm product i am happy with itREAD MORE,5,2020,Positive
4615,Nice product,0.0,0.0,Feb,SuperREAD MORE,1,2020,Negative
4616,Very Good,0.0,0.0,Feb,Nice one. Very durable.READ MORE,4,2020,Positive
4617,Simply awesome,0.0,0.0,Feb,Its quality is similar as i wanted....i satisfiedREAD MORE,5,2020,Positive
4618,Best in the market!,0.0,0.0,Feb,Good Product and Excellent ServiceREAD MORE,5,2020,Positive
4619,Super!,0.0,0.0,Feb,Good qualityREAD MORE,5,2020,Positive
4620,Not recommended at all,0.0,0.0,Feb,superbREAD MORE,5,2020,Positive
4621,Highly recommended,0.0,0.0,Feb,Some shuttle have flight problemREAD MORE,3,2020,Neutral
4622,Just wow!,0.0,0.0,Feb,Good qualityREAD MORE,4,2020,Positive
4623,Simply awesome,0.0,0.0,Feb,AwsmREAD MORE,5,2020,Positive
4624,Just wow!,0.0,0.0,Feb,Got original ones .READ MORE,5,2020,Positive
4625,Delightful,0.0,0.0,Feb,GoodREAD MORE,4,2020,Positive
4626,Pretty good,0.0,0.0,Feb,Good choiceREAD MORE,4,2020,Positive
4627,Good choice,0.0,0.0,Feb,Good service and good productREAD MORE,5,2020,Positive
4628,Perfect product!,0.0,0.0,Feb,ThankuREAD MORE,5,2020,Positive
4629,Terrific,0.0,0.0,Feb,Not badREAD MORE,5,2020,Positive
4630,Brilliant,0.0,0.0,Feb,Poor qualityREAD MORE,1,2020,Negative
4631,Worth the money,0.0,0.0,Feb,bestREAD MORE,5,2020,Positive
4632,Does the job,0.0,0.0,Feb,goodREAD MORE,5,2020,Positive
4633,Great product,0.0,0.0,Feb,Very goodREAD MORE,5,2020,Positive
4634,Fair,0.0,0.0,Feb,GoodREAD MORE,5,2020,Positive
4635,Brilliant,0.0,0.0,Feb,Reliable..READ MORE,4,2020,Positive
4636,Waste of money!,0.0,0.0,Feb,NiceREAD MORE,4,2020,Positive
4637,Excellent,0.0,0.0,Feb,NiceREAD MORE,4,2020,Positive
4638,Wonderful,0.0,0.0,Feb,NiceREAD MORE,5,2020,Positive
4639,Delightful,0.0,0.0,Feb,Good we can buyREAD MORE,5,2020,Positive
4640,Not good,0.0,0.0,Feb,Good product and timely deliveredREAD MORE,5,2020,Positive
4641,Excellent,0.0,0.0,Feb,Not goodREAD MORE,4,2020,Positive
4642,Awesome,0.0,0.0,Feb,GudREAD MORE,3,2020,Neutral
4643,Perfect product!,0.0,0.0,Feb,bestREAD MORE,5,2020,Positive
4644,Brilliant,0.0,0.0,Feb,Damage product...READ MORE,3,2020,Neutral
4645,Classy product,0.0,0.0,Feb,GoodREAD MORE,5,2020,Positive
4646,Nice product,0.0,0.0,Feb,Very very bad qualtyREAD MORE,1,2020,Negative
4647,Highly recommended,0.0,0.0,Feb,great lovebitREAD MORE,5,2020,Positive
4648,Terrific purchase,0.0,0.0,Feb,As regular 😇READ MORE,4,2020,Positive
4649,Highly recommended,0.0,0.0,Feb,OkREAD MORE,4,2020,Positive
4650,Fabulous!,0.0,0.0,Feb,"Not For pro players, it wl hardly last 2daysFeather like quality bt low temperREAD MORE",2,2020,Negative
4651,Nice product,0.0,0.0,Feb,"Good and lasting, it is normal, i think it is the bestREAD MORE",5,2020,Positive
4652,Good quality product,0.0,0.0,Feb,nice landing safely nice shuttlesssssREAD MORE,5,2020,Positive
4653,Mind-blowing purchase,0.0,0.0,Feb,GoodREAD MORE,5,2020,Positive
4654,Very Good,0.0,0.0,Feb,Good quality of the productREAD MORE,5,2020,Positive
4655,Great product,0.0,0.0,Feb,good quality of shuttles.....READ MORE,5,2020,Positive
4656,Terrible product,0.0,0.0,Feb,GoodREAD MORE,4,2020,Positive
4657,Great product,0.0,0.0,Feb,Got with proper Yonex authenticationREAD MORE,5,2020,Positive
4658,Just wow!,0.0,0.0,Feb,thank you....READ MORE,5,2020,Positive
4659,Very poor,0.0,0.0,Feb,Excellent condition/performance...READ MORE,5,2020,Positive
4660,Best in the market!,0.0,0.0,Feb,goodREAD MORE,5,2020,Positive
4661,Good quality product,0.0,0.0,Feb,ExcellentREAD MORE,4,2020,Positive
4662,Very Good,0.0,0.0,Feb,GoodREAD MORE,4,2020,Positive
4663,Super!,0.0,0.0,Feb,GoodREAD MORE,5,2020,Positive
4664,Perfect product!,0.0,0.0,Feb,Awesome look & materialREAD MORE,4,2020,Positive
4665,Just okay,0.0,0.0,Feb,I love this productREAD MORE,5,2020,Positive
4666,Unsatisfactory,0.0,0.0,Feb,Items quality are too badREAD MORE,1,2020,Negative
4667,Value-for-money,0.0,0.0,Feb,MiceREAD MORE,5,2020,Positive
4668,Super!,0.0,0.0,Feb,OkREAD MORE,5,2020,Positive
4669,Great product,0.0,0.0,Feb,Only for 2-4 game ...Very bad quality..not as original productREAD MORE,1,2020,Negative
4670,Really Nice,0.0,0.0,Feb,niceREAD MORE,5,2020,Positive
4671,Worth the money,0.0,0.0,Feb,Quality slightly decrease compared with oldREAD MORE,4,2020,Positive
4672,Great product,0.0,0.0,Feb,BestREAD MORE,4,2020,Positive
4673,Classy product,0.0,0.0,Feb,GoodREAD MORE,5,2020,Positive
4674,Best in the market!,0.0,0.0,Feb,Good shuttleREAD MORE,5,2020,Positive
4675,Super!,0.0,0.0,Feb,Kk good not badREAD MORE,3,2020,Neutral
4676,Very poor,0.0,0.0,Feb,wast of money cheap qualityREAD MORE,1,2020,Negative
4677,Wonderful,0.0,0.0,Feb,AwsomeREAD MORE,4,2020,Positive
4678,Awesome,0.0,0.0,Feb,good productREAD MORE,5,2020,Positive
4679,Highly recommended,0.0,0.0,Feb,superREAD MORE,5,2020,Positive
4680,Excellent,0.0,0.0,Feb,good gualityREAD MORE,4,2020,Positive
4681,Value-for-money,0.0,0.0,Feb,Genuine product low cost👍READ MORE,4,2020,Positive
4682,Wonderful,0.0,0.0,Feb,very good product. speed of the shuttle in the air is good.READ MORE,5,2020,Positive
4683,Utterly Disappointed,0.0,0.0,Feb,Very goodREAD MORE,5,2020,Positive
4684,Simply awesome,0.0,0.0,Feb,Good qualityREAD MORE,5,2020,Positive
4685,Does the job,0.0,0.0,Feb,kwality is best ..READ MORE,5,2020,Positive
4686,Great product,0.0,0.0,Feb,bad quality .. don't waste your money ...READ MORE,1,2020,Negative
4687,Good,0.0,0.0,Feb,goodREAD MORE,4,2020,Positive
4688,Not good,0.0,0.0,Feb,Wonderful product delivered timely by Flipkart. Thank you filipkart.READ MORE,5,2020,Positive
4689,Best in the market!,0.0,0.0,Feb,Quality is excellentREAD MORE,5,2020,Positive
4690,Best in the market!,0.0,0.0,Feb,niceREAD MORE,5,2020,Positive
4691,Simply awesome,0.0,0.0,Feb,Best choice for Indian conditions. Lasts longer for beginners and intermediate players. Always receiving original product from Flipkart.READ MORE,4,2020,Positive
4692,Fair,0.0,0.0,Feb,Nice product.......... durable alsoREAD MORE,4,2020,Positive
4693,Just wow!,0.0,0.0,Feb,Not likedREAD MORE,1,2020,Negative
4694,Good choice,0.0,0.0,Feb,lasting....READ MORE,5,2020,Positive
4695,Great product,0.0,0.0,Feb,GoodREAD MORE,3,2020,Neutral
4696,Wonderful,0.0,0.0,Feb,GoodREAD MORE,5,2020,Positive
4697,Worth the money,0.0,0.0,Feb,niceREAD MORE,3,2020,Neutral
4698,Just wow!,0.0,0.0,Feb,In 6 Shuttles only 2 are original shuttles....READ MORE,2,2020,Negative
4699,Good choice,0.0,0.0,Feb,Super QualityREAD MORE,5,2020,Positive
4700,Nice,0.0,0.0,Feb,good just like feather shuttleREAD MORE,5,2020,Positive
4701,Mind-blowing purchase,0.0,0.0,Feb,Quality good.... cheaper than shops...speed ok...READ MORE,5,2020,Positive
4702,Hated it!,0.0,0.0,Feb,okREAD MORE,3,2020,Neutral
4703,Simply awesome,0.0,0.0,Feb,Best in Value. Used it.READ MORE,5,2020,Positive
4704,Just wow!,0.0,0.0,Feb,Original productREAD MORE,4,2020,Positive
4705,Wonderful,0.0,0.0,Feb,good qualityREAD MORE,5,2020,Positive
4706,Wonderful,0.0,0.0,Feb,Bit costlyREAD MORE,5,2020,Positive
4707,Waste of money!,0.0,0.0,Jan,"Excellent service, got in one day even at remote location like GangtokREAD MORE",4,2020,Positive
4708,Mind-blowing purchase,0.0,0.0,Jan,Best product and lowest price 664READ MORE,5,2020,Positive
4709,Good choice,0.0,0.0,Jan,bestREAD MORE,4,2020,Positive
4710,Terrific purchase,0.0,0.0,Jan,Nice shuttle you can order itREAD MORE,3,2020,Neutral
4711,Worth every penny,0.0,0.0,Jan,Very good correct flight and reliableREAD MORE,5,2020,Positive
4712,Excellent,0.0,0.0,Jan,Useless  productREAD MORE,1,2020,Negative
4713,Wonderful,0.0,0.0,Jan,Good product fast deliveryREAD MORE,5,2020,Positive
4714,Just okay,0.0,0.0,Jan,Original item with much lower price than the local market.READ MORE,5,2020,Positive
4715,Very poor,0.0,0.0,Jan,Money worthyREAD MORE,4,2020,Positive
4716,Great product,0.0,0.0,Jan,Very good.. thanks fkartREAD MORE,4,2020,Positive
4717,Brilliant,0.0,0.0,Jan,Not of good quality plesae don't purchaseREAD MORE,1,2020,Negative
4718,Must buy!,0.0,0.0,Jan,Nice shuttleREAD MORE,5,2020,Positive
4719,Slightly disappointed,0.0,0.0,Jan,Got the product as expectedREAD MORE,4,2020,Positive
4720,Hated it!,0.0,0.0,Jan,"Good,  but light wet heREAD MORE",5,2020,Positive
4721,Decent product,0.0,0.0,Jan,goodREAD MORE,5,2020,Positive
4722,Wonderful,0.0,0.0,Jan,Good itemREAD MORE,1,2020,Negative
4723,Brilliant,0.0,0.0,Jan,good oneREAD MORE,5,2020,Positive
4724,Perfect product!,0.0,0.0,Jan,Shuttles are not long lasting...READ MORE,3,2020,Neutral
4725,Delightful,0.0,0.0,Jan,GoodREAD MORE,1,2020,Negative
4726,Wonderful,0.0,0.0,Jan,thanks flipcartREAD MORE,5,2020,Positive
4727,Perfect product!,0.0,0.0,Jan,SuperREAD MORE,5,2020,Positive
4728,Fabulous!,0.0,0.0,Jan,goodREAD MORE,5,2020,Positive
4729,Best in the market!,0.0,0.0,Jan,I'm a regular buyer but this time I got very bad quality shuttlesREAD MORE,2,2020,Negative
4730,Mind-blowing purchase,0.0,0.0,Jan,Very bad product given faults in the shuttlesREAD MORE,1,2020,Negative
4731,Fabulous!,0.0,0.0,Jan,Each shuttle lasted for 2-3 days onlyREAD MORE,3,2020,Neutral
4732,Mind-blowing purchase,0.0,0.0,Jan,orginal productREAD MORE,4,2020,Positive
4733,Best in the market!,0.0,0.0,Jan,not badREAD MORE,5,2020,Positive
4734,Good choice,0.0,0.0,Jan,very osom productREAD MORE,5,2020,Positive
4735,Classy product,0.0,0.0,Jan,Great for playREAD MORE,4,2020,Positive
4736,Waste of money!,0.0,0.0,Jan,Good productREAD MORE,5,2020,Positive
4737,Mind-blowing purchase,0.0,0.0,Jan,GoodREAD MORE,5,2020,Positive
4738,Good quality product,0.0,0.0,Jan,Such a good product ? for shuttle loversREAD MORE,5,2020,Positive
4739,Awesome,0.0,0.0,Jan,goodREAD MORE,5,2020,Positive
4740,Really Nice,0.0,0.0,Jan,superREAD MORE,5,2020,Positive
4741,Horrible,0.0,0.0,Jan,Still GoodREAD MORE,5,2020,Positive
4742,Best in the market!,0.0,0.0,Jan,superb shuttlesREAD MORE,5,2020,Positive
4743,Terrific purchase,0.0,0.0,Jan,original yonex shuttlecocksREAD MORE,5,2020,Positive
4744,Terrific,0.0,0.0,Jan,strong n durableREAD MORE,4,2020,Positive
4745,Nice product,0.0,0.0,Jan,NiceREAD MORE,5,2020,Positive
4746,Best in the market!,0.0,0.0,Jan,"this is not original shuttle , fulll money wasteREAD MORE",1,2020,Negative
4747,Really Nice,0.0,0.0,Jan,goodREAD MORE,5,2020,Positive
4748,Must buy!,0.0,0.0,Jan,Nice productREAD MORE,4,2020,Positive
4749,Best in the market!,0.0,0.0,Jan,goodREAD MORE,5,2020,Positive
4750,Awesome,0.0,0.0,Jan,It's a good purchase.READ MORE,4,2020,Positive
4751,Authenticated product by Sunrise barcode validation,0.0,0.0,Jan,one day for one shuttle worst quality by flipkartREAD MORE,1,2020,Negative
4752,Worth the money,0.0,0.0,Jan,niceREAD MORE,5,2020,Positive
4753,Must buy!,0.0,0.0,Jan,NiceREAD MORE,5,2020,Positive
4754,Brilliant,0.0,0.0,Jan,goodREAD MORE,5,2020,Positive
4755,Does the job,0.0,0.0,Jan,GoodREAD MORE,4,2020,Positive
4756,Perfect product!,0.0,0.0,Jan,nice productREAD MORE,5,2020,Positive
4757,Classy product,0.0,0.0,Jan,good oneREAD MORE,4,2020,Positive
4758,Useless product,0.0,0.0,Jan,good productREAD MORE,5,2020,Positive
4759,Good choice,0.0,0.0,Jan,good productsREAD MORE,5,2020,Positive
4760,Don't waste your money,0.0,0.0,Jan,Good productREAD MORE,5,2020,Positive
4761,Wonderful,0.0,0.0,Jan,1 shuttle max can be played 2 times considering 1.5 hrs hard play time.  But good thing is seller sends the genuine product as Sunrise authentication passed. Ordered second one.READ MORE,4,2020,Positive
4762,Wonderful,0.0,0.0,Jan,niceREAD MORE,4,2020,Positive
4763,Great product,0.0,0.0,Jan,"Always the best,satisfaction guaranteed.never disappoints me. only issue, the bottom cork might crack if gets hard hit by the metal frame of the racquet. easily lasts to 1 week per shuttle even after harsh gameplay.always the best, MAVIS 350😍💗💖READ MORE",5,2020,Positive
4764,Great product,0.0,0.0,Jan,very nice shuttle I fall in love with this shuttle got It be very cheap from flipkart thanks flipkart for saving my moneyREAD MORE,5,2020,Positive
4765,Good quality product,0.0,0.0,Jan,"This time quality not good, please care about it brotherREAD MORE",3,2020,Neutral
4766,Awesome,0.0,0.0,Jan,original and yes the best shuttle in the market ryt now.READ MORE,5,2020,Positive
4767,Classy product,0.0,0.0,Jan,excellent product.. good quality..  🥰 loved it...  and last longREAD MORE,5,2020,Positive
4768,Very poor,0.0,0.0,Jan,Bad qualityREAD MORE,1,2020,Negative
4769,Waste of money!,0.0,0.0,Jan,great but seems fast than naturalREAD MORE,4,2020,Positive
4770,Delightful,0.0,0.0,Jan,These are low quality shuttles which do not sustain even for a 2 hour game. Please do not buy from here.READ MORE,1,2020,Negative
4771,Nice,0.0,0.0,Jan,It's awesome ...READ MORE,4,2020,Positive
4772,Terrific,0.0,1.0,Jan,goodREAD MORE,4,2020,Positive
4773,Highly recommended,0.0,0.0,Jan,niceREAD MORE,5,2020,Positive
4774,Wonderful,0.0,0.0,Jan,Nice productREAD MORE,5,2020,Positive
4775,Pretty good,0.0,0.0,Jan,goodREAD MORE,4,2020,Positive
4776,Great product,0.0,0.0,Jan,good product fullfill my expectation thank you flipkartREAD MORE,5,2020,Positive
4777,Must buy!,0.0,0.0,Jan,BestREAD MORE,5,2020,Positive
4778,Unsatisfactory,0.0,0.0,Jan,Not goodREAD MORE,1,2020,Negative
4779,Terrific,0.0,0.0,Jan,worst productREAD MORE,1,2020,Negative
4780,Excellent,0.0,0.0,Jan,"Original one, very nice to play.. bought this @ 699...READ MORE",4,2020,Positive
4781,Very Good,0.0,0.0,Jan,GoodREAD MORE,3,2020,Neutral
4782,Terrific,0.0,0.0,Jan,GoodREAD MORE,5,2020,Positive
4783,Could be way better,0.0,0.0,Jan,Good oneREAD MORE,5,2020,Positive
4784,Terrible product,0.0,0.0,Jan,I am happy with this productREAD MORE,5,2020,Positive
4785,Terrific,0.0,0.0,Jan,niceREAD MORE,4,2020,Positive
4786,Good choice,0.0,0.0,Jan,BestREAD MORE,5,2020,Positive
4787,Awesome,0.0,0.0,Jan,"original from yonex, great value for moneyREAD MORE",5,2020,Positive
4788,Utterly Disappointed,0.0,0.0,Jan,Lasting only for 3 gamesREAD MORE,1,2020,Negative
4789,Worth every penny,0.0,0.0,Jan,good productREAD MORE,5,2020,Positive
4790,Nice product,0.0,0.0,Jan,goodREAD MORE,5,2020,Positive
4791,Super!,0.0,0.0,Jan,goodREAD MORE,4,2020,Positive
4792,Good choice,0.0,0.0,Jan,good qualityREAD MORE,5,2020,Positive
4793,Worth every penny,0.0,0.0,Jan,not badREAD MORE,2,2020,Negative
4794,Very Good,0.0,0.0,Jan,WorstREAD MORE,1,2020,Negative
4795,Excellent,0.0,0.0,Jan,superb productREAD MORE,5,2020,Positive
4796,Moderate,0.0,0.0,Jan,good productREAD MORE,4,2020,Positive
4797,Must buy!,0.0,0.0,Jan,good product and Long time certificationREAD MORE,5,2020,Positive
4798,Very Good,0.0,0.0,Jan,Bad qualityREAD MORE,1,2020,Negative
4799,Good quality product,0.0,0.0,Jan,niceREAD MORE,5,2020,Positive
4800,Worthless,0.0,0.0,Jan,goodREAD MORE,4,2020,Positive
4801,Best in the market!,0.0,0.0,Jan,niceREAD MORE,5,2020,Positive
4802,Worth the money,0.0,0.0,Jan,SatisfiedREAD MORE,4,2020,Positive
4803,Does the job,0.0,0.0,Jan,very niceREAD MORE,5,2020,Positive
4804,Worthless,0.0,0.0,Jan,GoodREAD MORE,4,2020,Positive
4805,Nice,0.0,0.0,Jan,Nice delivery of the product and very punctual according to the timingREAD MORE,5,2020,Positive
4806,Terrific,0.0,0.0,Jan,get damaged very soonREAD MORE,2,2020,Negative
4807,Terrific purchase,0.0,0.0,Jan,original productREAD MORE,5,2020,Positive
4808,Useless product,0.0,0.0,Jan,Best purchaseREAD MORE,4,2020,Positive
4809,Unsatisfactory,0.0,0.0,Jan,great productthanks FlipkartREAD MORE,4,2020,Positive
4810,Great product,0.0,0.0,Jan,quality is very poor.READ MORE,1,2020,Negative
4811,Worthless,0.0,0.0,Jan,Nice ProductREAD MORE,5,2020,Positive
4812,Good choice,0.0,0.0,Jan,worth for moneyREAD MORE,4,2020,Positive
4813,Could be way better,0.0,0.0,Jan,Osm very niceREAD MORE,3,2020,Neutral
4814,Awesome,0.0,0.0,Jan,worst. two pieces were damaged tooREAD MORE,1,2020,Negative
4815,Excellent,0.0,0.0,Jan,some shuttle are too good and some are not that muchREAD MORE,3,2020,Neutral
4816,Nice product,0.0,0.0,Jan,Very good productREAD MORE,5,2020,Positive
4817,Does the job,0.0,0.0,Jan,nyc productREAD MORE,5,2020,Positive
4818,Wonderful,0.0,0.0,Jan,Quality not good giving damage goods .READ MORE,1,2020,Negative
4819,Very poor,0.0,0.0,Jan,the product is very damagedREAD MORE,1,2020,Negative
4820,Awesome,0.0,0.0,Jan,SuperREAD MORE,5,2020,Positive
4821,Brilliant,0.0,0.0,Jan,wasteREAD MORE,1,2020,Negative
4822,Terrific purchase,0.0,0.0,Jan,nice productREAD MORE,4,2020,Positive
4823,Awesome,0.0,0.0,Jan,Meterial is low qualityREAD MORE,2,2020,Negative
4824,Terrific purchase,0.0,0.0,Jan,nice productREAD MORE,5,2020,Positive
4825,Must buy!,0.0,0.0,Jan,very nice shuttleREAD MORE,5,2020,Positive
4826,Terrific,0.0,0.0,Jan,It's very attractive and smart...READ MORE,4,2020,Positive
